测试名称,准考证号,开始时间,结束时间,user_agent,client_ip,name,place
tsing/gy,2201113,2022-06-19T08:37:58.981+08:00,2022-06-19T09:00:32.452+08:00,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.82 Safari/537.36",222.222.147.194,高中生113,河北
tsing/gy,2201114,2022-06-19T08:37:46.041+08:00,2022-06-19T09:08:41.656+08:00,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.82 Safari/537.36",222.222.147.194,高中生114,河北
tsing/gy,2201115,2022-06-19T08:38:59.044+08:00,2022-06-19T09:14:21.56+08:00,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.82 Safari/537.36",222.222.147.194,高中生115,河北
tsing/gy,2201116,2022-06-19T08:37:26.953+08:00,2022-06-19T09:09:40.566+08:00,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.82 Safari/537.36",222.222.147.194,高中生116,河北
tsing/gy,2201117,2022-06-19T08:39:21.472+08:00,2022-06-19T09:06:45.429+08:00,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.82 Safari/537.36",222.222.147.194,高中生117,河北
tsing/gy,2201118,2022-06-19T08:37:47.91+08:00,2022-06-19T09:07:14.601+08:00,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.102 Safari/537.36",222.222.147.194,高中生118,河北
tsing/gy,2201120,2022-06-23T07:43:53.969+08:00,2022-06-23T08:30:59.912+08:00,"Mozilla/5.0 (Linux; Android 10; M2004J19C Build/QP1A.190711.020; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/86.0.4240.99 XWEB/3225 MMWEBSDK/20220303 Mobile Safari/537.36 MMWEBID/8379 MicroMessenger/8.0.21.2120(0x280015F0) Process/toolsmp WeChat/arm64 Weixin NetType/WIFI Language/zh_CN ABI/arm64",183.198.64.145,高中生120,河北
tsing/gy,2201121,2022-06-23T07:53:43.08+08:00,,"Mozilla/5.0 (Linux; Android 11; PDYM20 Build/RP1A.200720.011; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/86.0.4240.99 XWEB/4255 MMWEBSDK/20220505 Mobile Safari/537.36 MMWEBID/5576 MicroMessenger/8.0.23.2160(0x28001757) WeChat/arm64 Weixin NetType/WIFI Language/zh_CN ABI/arm64",27.186.157.227,高中生121,河北
tsing/gy,2201122,2022-06-23T07:46:12.639+08:00,2022-06-23T08:06:05.753+08:00,"Mozilla/5.0 (Linux; Android 8.1.0; vivo X20A Build/OPM1.171019.011; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/86.0.4240.99 XWEB/4209 MMWEBSDK/20220303 Mobile Safari/537.36 MMWEBID/2831 MicroMessenger/8.0.21.2120(0x280015F0) Process/toolsmp WeChat/arm64 Weixin NetType/WIFI Language/zh_CN ABI/arm64",61.134.180.235,高中生122,河北
tsing/gy,2201123,2022-06-23T10:31:52.395+08:00,2022-06-23T10:57:47.702+08:00,"Mozilla/5.0 (Linux; Android 10; PADM00 Build/QP1A.190711.020; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/86.0.4240.99 XWEB/4255 MMWEBSDK/20220303 Mobile Safari/537.36 MMWEBID/1325 MicroMessenger/8.0.21.2120(0x2800153B) Process/toolsmp WeChat/arm64 Weixin NetType/WIFI Language/zh_CN ABI/arm64",101.18.52.88,高中生123,河北
tsing/gy,2201124,2022-06-23T08:13:54.122+08:00,2022-06-23T08:55:27.579+08:00,"Mozilla/5.0 (Linux; Android 10; MED-AL20 Build/HUAWEIMED-AL20; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/86.0.4240.99 XWEB/4254 MMWEBSDK/20220505 Mobile Safari/537.36 MMWEBID/1334 MicroMessenger/8.0.23.2160(0x28001756) WeChat/arm32 Weixin NetType/WIFI Language/zh_CN ABI/arm32",36.143.14.100,高中生124,河北
tsing/gy,2201125,2022-06-24T20:17:20.583+08:00,2022-06-24T20:39:19.335+08:00,"Mozilla/5.0 (Linux; Android 12; PEMM20 Build/SP1A.210812.016; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/86.0.4240.99 XWEB/4255 MMWEBSDK/20220505 Mobile Safari/537.36 MMWEBID/3432 MicroMessenger/8.0.23.2160(0x28001757) WeChat/arm64 Weixin NetType/WIFI Language/zh_CN ABI/arm64",183.197.3.124,高中生125,河北
tsing/gy,2201126,2022-06-23T07:47:11.469+08:00,,"Mozilla/5.0 (Linux; Android 11; V2012A Build/RP1A.200720.012; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/86.0.4240.99 XWEB/3225 MMWEBSDK/20220505 Mobile Safari/537.36 MMWEBID/5303 MicroMessenger/8.0.23.2160(0x28001757) WeChat/arm64 Weixin NetType/WIFI Language/zh_CN ABI/arm64",183.199.230.21,高中生126,河北
tsing/gy,2201127,2022-06-23T07:47:52.734+08:00,2022-06-23T08:20:42.546+08:00,"Mozilla/5.0 (Linux; Android 11; V2121A Build/RP1A.200720.012; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/86.0.4240.99 XWEB/3225 MMWEBSDK/20220402 Mobile Safari/537.36 MMWEBID/3609 MicroMessenger/8.0.22.2140(0x28001657) WeChat/arm64 Weixin NetType/WIFI Language/zh_CN ABI/arm64",183.199.230.95,高中生127,河北
tsing/gy,2201128,2022-06-23T07:48:32.95+08:00,2022-06-23T08:35:22.152+08:00,"Mozilla/5.0 (Linux; Android 10; CLT-AL00 Build/HUAWEICLT-AL00; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/86.0.4240.99 XWEB/4255 MMWEBSDK/20220505 Mobile Safari/537.36 MMWEBID/2261 MicroMessenger/8.0.23.2160(0x28001757) WeChat/arm64 Weixin NetType/WIFI Language/zh_CN ABI/arm64",183.198.6.72,高中生128,河北
tsing/gy,2201129,2022-06-23T07:48:28.488+08:00,2022-06-23T08:16:36.162+08:00,"Mozilla/5.0 (Linux; Android 10; CDY-AN20 Build/HUAWEICDY-AN20; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/86.0.4240.99 XWEB/4255 MMWEBSDK/20220505 Mobile Safari/537.36 MMWEBID/1021 MicroMessenger/8.0.23.2160(0x28001757) WeChat/arm64 Weixin NetType/WIFI Language/zh_CN ABI/arm64",27.186.133.62,高中生129,河北
tsing/gy,2201130,2022-06-23T12:49:42.308+08:00,2022-06-23T13:35:34.717+08:00,"Mozilla/5.0 (Linux; Android 10; V1962A Build/QP1A.190711.020; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/86.0.4240.99 XWEB/4255 MMWEBSDK/20220505 Mobile Safari/537.36 MMWEBID/3371 MicroMessenger/8.0.23.2160(0x28001757) WeChat/arm64 Weixin NetType/WIFI Language/zh_CN ABI/arm64",61.134.183.78,高中生130,河北
tsing/gy,2201131,2022-06-23T10:40:08.397+08:00,2022-06-23T11:34:26.754+08:00,"Mozilla/5.0 (Linux; Android 6.0.1; vivo Y66 Build/MMB29M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/86.0.4240.99 XWEB/3234 MMWEBSDK/20220505 Mobile Safari/537.36 MMWEBID/5923 MicroMessenger/8.0.23.2160(0x28001756) WeChat/arm32 Weixin NetType/WIFI Language/zh_CN ABI/arm32",27.186.28.235,高中生131,河北
tsing/gy,2201132,2022-06-23T08:00:25.81+08:00,2022-06-23T08:46:40.66+08:00,"Mozilla/5.0 (iPad; CPU OS 15_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.23(0x1800172a) NetType/WIFI Language/zh_CN",27.186.171.52,高中生132,河北
tsing/gy,2201133,2022-06-23T10:06:15.734+08:00,2022-06-23T10:27:44.064+08:00,"Mozilla/5.0 (Linux; Android 10; ASK-AL00x Build/HONORASK-AL00x; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/86.0.4240.99 XWEB/4255 MMWEBSDK/20220505 Mobile Safari/537.36 MMWEBID/3951 MicroMessenger/8.0.23.2160(0x2800173B) WeChat/arm64 Weixin NetType/WIFI Language/zh_CN ABI/arm64",27.186.215.144,高中生133,河北
tsing/gy,2201134,2022-06-23T07:50:17.98+08:00,,"Mozilla/5.0 (Linux; Android 11; Redmi K30 Pro Build/RKQ1.200826.002; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/86.0.4240.99 XWEB/3235 MMWEBSDK/20220505 Mobile Safari/537.36 MMWEBID/3746 MicroMessenger/8.0.23.2160(0x28001757) WeChat/arm64 Weixin NetType/WIFI Language/zh_CN ABI/arm64",27.186.212.252,高中生134,河北
tsing/gy,2201135,2022-06-23T10:12:03.23+08:00,,"Mozilla/5.0 (Linux; Android 10; HLK-AL00 Build/HONORHLK-AL00; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/86.0.4240.99 XWEB/4255 MMWEBSDK/20220505 Mobile Safari/537.36 MMWEBID/26 MicroMessenger/8.0.23.2160(0x28001757) WeChat/arm64 Weixin NetType/WIFI Language/zh_CN ABI/arm64",61.134.147.72,高中生135,河北
tsing/gy,2201136,2022-06-23T07:50:25.545+08:00,2022-06-23T08:31:13.425+08:00,"Mozilla/5.0 (Linux; Android 11; PCPM00 Build/RP1A.200720.011; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/86.0.4240.99 XWEB/4255 MMWEBSDK/20220505 Mobile Safari/537.36 MMWEBID/501 MicroMessenger/8.0.23.2160(0x28001757) WeChat/arm64 Weixin NetType/WIFI Language/zh_CN ABI/arm64",121.19.88.31,高中生136,河北
tsing/gy,2201137,2022-06-23T07:51:11.938+08:00,2022-06-23T08:23:11.893+08:00,"Mozilla/5.0 (Linux; Android 11; PFVM10 Build/RP1A.200720.011; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/86.0.4240.99 XWEB/4255 MMWEBSDK/20220505 Mobile Safari/537.36 MMWEBID/437 MicroMessenger/8.0.23.2160(0x28001757) WeChat/arm64 Weixin NetType/WIFI Language/zh_CN ABI/arm64",36.143.14.126,高中生137,河北
tsing/gy,2201138,2022-06-23T07:52:48.983+08:00,2022-06-23T08:31:45.672+08:00,"Mozilla/5.0 (Linux; Android 10; ANA-AN00 Build/HUAWEIANA-AN00; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/86.0.4240.99 XWEB/4255 MMWEBSDK/20220505 Mobile Safari/537.36 MMWEBID/3861 MicroMessenger/8.0.23.2160(0x28001757) WeChat/arm64 Weixin NetType/5G Language/zh_CN ABI/arm64",39.144.86.145,高中生138,河北
tsing/gy,2201140,2022-06-23T10:14:53.553+08:00,2022-06-23T10:52:49.807+08:00,"Mozilla/5.0 (Linux; Android 10; YAL-AL00 Build/HUAWEIYAL-AL00; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/86.0.4240.99 XWEB/3225 MMWEBSDK/20220303 Mobile Safari/537.36 MMWEBID/9738 MicroMessenger/8.0.21.2120(0x280015F0) Process/toolsmp WeChat/arm64 Weixin NetType/WIFI Language/zh_CN ABI/arm64",27.186.175.36,高中生140,河北
tsing/gy,2201141,2022-06-23T07:53:36.55+08:00,2022-06-23T08:36:25.281+08:00,"Mozilla/5.0 (Linux; Android 8.1.0; vivo Y85A Build/OPM1.171019.011; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/86.0.4240.99 XWEB/3235 MMWEBSDK/20220303 Mobile Safari/537.36 MMWEBID/2768 MicroMessenger/8.0.21.2120(0x280015F0) Process/toolsmp WeChat/arm64 Weixin NetType/WIFI Language/zh_CN ABI/arm64",183.199.230.91,高中生141,河北
tsing/gy,2201142,2022-06-23T10:06:12.233+08:00,2022-06-23T11:37:53.772+08:00,"Mozilla/5.0 (Linux; Android 10; STK-TL00 Build/HUAWEISTK-TL00; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/86.0.4240.99 XWEB/3235 MMWEBSDK/20220505 Mobile Safari/537.36 MMWEBID/1032 MicroMessenger/8.0.23.2160(0x28001757) WeChat/arm64 Weixin NetType/4G Language/zh_CN ABI/arm64",223.104.103.34,高中生142,河北
tsing/gy,2201143,2022-06-23T07:53:18.97+08:00,,"Mozilla/5.0 (Linux; Android 10; HLK-AL00 Build/HONORHLK-AL00; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/86.0.4240.99 XWEB/4229 MMWEBSDK/20220505 Mobile Safari/537.36 MMWEBID/8871 MicroMessenger/8.0.23.2160(0x28001757) WeChat/arm64 Weixin NetType/WIFI Language/zh_CN ABI/arm64",36.143.14.98,高中生143,河北
tsing/gy,2201144,2022-06-23T10:10:51.026+08:00,2022-06-23T11:13:40.463+08:00,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.138 Safari/537.36 NetType/WIFI MicroMessenger/7.0.20.1781(0x6700143B) WindowsWechat(0x63060012)",61.134.146.35,高中生144,河北
tsing/gy,2201145,2022-06-23T13:12:33.954+08:00,2022-06-23T13:32:12.89+08:00,"Mozilla/5.0 (Linux; Android 10; DBY-W09 Build/HUAWEIDBY-W09; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/86.0.4240.99 XWEB/3225 MMWEBSDK/20220505 Safari/537.36 MMWEBID/4759 MicroMessenger/8.0.23.2160(0x28001757) WeChat/arm64 Weixin Android Tablet NetType/WIFI Language/zh_CN ABI/arm64",61.134.142.184,高中生145,河北
tsing/gy,2201146,2022-06-23T09:43:01.591+08:00,2022-06-23T11:08:01.012+08:00,"Mozilla/5.0 (Linux; Android 11; PECM30 Build/RP1A.200720.011; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/86.0.4240.99 XWEB/3235 MMWEBSDK/20211001 Mobile Safari/537.36 MMWEBID/3349 MicroMessenger/8.0.16.2040(0x2800105F) Process/toolsmp WeChat/arm64 Weixin NetType/WIFI Language/zh_CN ABI/arm64",36.143.47.52,高中生146,河北
tsing/gy,2201147,2022-06-23T08:03:11.572+08:00,2022-06-23T08:38:52.297+08:00,"Mozilla/5.0 (Linux; Android 7.1.2; vivo Y79A Build/N2G47H; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/86.0.4240.99 XWEB/3235 MMWEBSDK/20220402 Mobile Safari/537.36 MMWEBID/7992 MicroMessenger/8.0.22.2140(0x28001657) WeChat/arm64 Weixin NetType/WIFI Language/zh_CN ABI/arm64",27.186.99.61,高中生147,河北
tsing/gy,2201148,2022-06-23T08:20:13.567+08:00,,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.7(0x18000733) NetType/WIFI Language/zh_CN",27.186.197.96,高中生148,河北
tsing/gy,2201149,2022-06-23T10:04:47.704+08:00,2022-06-23T10:24:18.813+08:00,"Mozilla/5.0 (Linux; Android 10; V1963A Build/QP1A.190711.020; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/86.0.4240.99 XWEB/3235 MMWEBSDK/20220505 Mobile Safari/537.36 MMWEBID/5758 MicroMessenger/8.0.23.2160(0x28001757) WeChat/arm64 Weixin NetType/WIFI Language/zh_CN ABI/arm64",183.198.64.175,高中生149,河北
tsing/gy,2201150,2022-06-23T07:58:03.117+08:00,2022-06-23T08:35:01.732+08:00,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.23(0x1800172a) NetType/WIFI Language/zh_CN",183.199.230.161,高中生150,河北
tsing/gy,2201151,2022-06-20T20:42:16.981+08:00,2022-06-20T21:13:56.449+08:00,"Mozilla/5.0 (Linux; Android 10; GLK-AL00 Build/HUAWEIGLK-AL00; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/86.0.4240.99 XWEB/3235 MMWEBSDK/20220505 Mobile Safari/537.36 MMWEBID/1373 MicroMessenger/8.0.23.2160(0x2800173B) WeChat/arm64 Weixin NetType/WIFI Language/zh_CN ABI/arm64",183.198.64.139,高中生151,河北
tsing/gy,2201152,2022-06-20T15:51:25.135+08:00,2022-06-20T16:26:16.752+08:00,"Mozilla/5.0 (Linux; Android 8.1.0; DUB-AL20 Build/HUAWEIDUB-AL20; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/86.0.4240.99 XWEB/4233 MMWEBSDK/20220505 Mobile Safari/537.36 MMWEBID/4100 MicroMessenger/8.0.23.2160(0x28001769) WeChat/arm64 Weixin NetType/WIFI Language/zh_CN ABI/arm64",27.186.100.141,高中生152,河北
tsing/gy,2201153,2022-06-20T17:00:51.681+08:00,2022-06-20T18:18:43.833+08:00,"Mozilla/5.0 (Linux; Android 8.1.0; DUB-AL20 Build/HUAWEIDUB-AL20; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/86.0.4240.99 XWEB/4233 MMWEBSDK/20220505 Mobile Safari/537.36 MMWEBID/4100 MicroMessenger/8.0.23.2160(0x28001769) WeChat/arm64 Weixin NetType/4G Language/zh_CN ABI/arm64",223.104.103.126,高中生153,河北
tsing/gy,2201154,2022-06-20T20:31:47.663+08:00,2022-06-20T22:21:21.163+08:00,"Mozilla/5.0 (Linux; Android 10; GLK-AL00 Build/HUAWEIGLK-AL00; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/86.0.4240.99 XWEB/3235 MMWEBSDK/20220505 Mobile Safari/537.36 MMWEBID/1373 MicroMessenger/8.0.23.2160(0x2800173B) WeChat/arm64 Weixin NetType/WIFI Language/zh_CN ABI/arm64",183.198.64.139,高中生154,河北
tsing/gy,2201155,2022-06-20T19:14:06.569+08:00,2022-06-20T19:55:08.378+08:00,"Mozilla/5.0 (Linux; Android 10; V1829A Build/QP1A.190711.020; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/86.0.4240.99 XWEB/4233 MMWEBSDK/20220505 Mobile Safari/537.36 MMWEBID/5714 MicroMessenger/8.0.23.2160(0x2800176A) WeChat/arm64 Weixin NetType/4G Language/zh_CN ABI/arm64",223.104.103.31,高中生155,河北
tsing/gy,2201156,2022-06-20T20:05:52.545+08:00,2022-06-20T21:01:56.964+08:00,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.4 Mobile/15E148 Safari/604.1",101.18.18.224,高中生156,河北
tsing/gy,2201157,2022-06-20T20:43:10.495+08:00,2022-06-20T21:00:34.369+08:00,"Mozilla/5.0 (Linux; Android 10; V1962A Build/QP1A.190711.020; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/86.0.4240.99 XWEB/4227 MMWEBSDK/20220505 Mobile Safari/537.36 MMWEBID/6268 MicroMessenger/8.0.23.2160(0x28001737) WeChat/arm64 Weixin NetType/WIFI Language/zh_CN ABI/arm64",183.199.228.199,高中生157,河北
tsing/gy,2201158,2022-06-20T21:52:38.799+08:00,2022-06-20T22:23:44.508+08:00,"Mozilla/5.0 (Linux; Android 8.1.0; V1818A Build/OPM1.171019.026; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/62.0.3202.84 Mobile Safari/537.36 WpsMoffice/13.25.0/arm64-v8a/1340",27.186.28.18,高中生158,河北
tsing/gy,2201159,2022-06-20T22:04:55.715+08:00,2022-06-20T22:39:07.906+08:00,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.5005.124 Safari/537.36 Edg/102.0.1245.44",183.199.228.94,高中生159,河北
tsing/gy,2201160,2022-06-20T22:29:46.301+08:00,2022-06-20T23:15:27.242+08:00,"Mozilla/5.0 (Linux; U; Android 10; zh-CN; V1965A Build/QP1A.190711.020) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/78.0.3904.108 Quark/5.7.5.216 Mobile Safari/537.36",27.187.166.27,高中生160,河北
tsing/gy,2201161,2022-06-20T22:07:32.525+08:00,,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.5 Mobile/15E148 Safari/604.1",183.197.199.229,高中生161,河北
tsing/gy,2201171,2022-06-20T22:13:12.215+08:00,2022-06-20T23:03:48.246+08:00,"Mozilla/5.0 (Linux; Android 10; HRY-AL00a Build/HONORHRY-AL00a; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/86.0.4240.99 XWEB/3235 MMWEBSDK/20220505 Mobile Safari/537.36 MMWEBID/8292 MicroMessenger/8.0.23.2160(0x28001751) WeChat/arm64 Weixin NetType/WIFI Language/zh_CN ABI/arm64",101.18.49.241,高中生171,河北
tsing/gy,2201172,2022-06-20T23:10:41.906+08:00,,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.23(0x1800172a) NetType/WIFI Language/zh_CN",182.51.86.94,高中生172,河北
tsing/gy,2201173,2022-06-21T09:34:41.875+08:00,2022-06-21T09:57:37.042+08:00,"Mozilla/5.0 (Linux; Android 10; Redmi Note 8 Build/QKQ1.200114.002; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/86.0.4240.99 XWEB/3235 MMWEBSDK/20220505 Mobile Safari/537.36 MMWEBID/8283 MicroMessenger/8.0.23.2160(0x28001751) WeChat/arm64 Weixin NetType/4G Language/zh_CN ABI/arm64",221.192.181.56,高中生173,河北
tsing/gy,2201174,2022-06-21T09:40:59.787+08:00,,"Mozilla/5.0 (Linux; Android 10; CLT-AL01 Build/HUAWEICLT-AL01; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/76.0.3809.89 Mobile Safari/537.36 T7/13.12 SP-engine/2.50.0 baiduboxapp/13.12.0.10 (Baidu; P1 10) NABar/1.0",223.104.103.55,高中生174,河北
tsing/gy,2201175,2022-06-21T11:37:29.346+08:00,2022-06-21T12:11:37.277+08:00,"Mozilla/5.0 (Linux; Android 10; NOH-AN50 Build/HUAWEINOH-AN50; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/86.0.4240.99 XWEB/3235 MMWEBSDK/20220505 Mobile Safari/537.36 MMWEBID/2753 MicroMessenger/8.0.23.2160(0x28001751) WeChat/arm64 Weixin NetType/4G Language/zh_CN ABI/arm64",223.104.103.82,高中生175,河北
tsing/gy,2201176,2022-06-21T13:47:35.121+08:00,2022-06-21T14:11:02.95+08:00,"Mozilla/5.0 (Linux; Android 11; CHL-AN00 Build/HONORCHL-AN00; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/86.0.4240.99 XWEB/3235 MMWEBSDK/20220505 Mobile Safari/537.36 MMWEBID/7836 MicroMessenger/8.0.23.2160(0x28001757) WeChat/arm64 Weixin NetType/WIFI Language/zh_CN ABI/arm64",183.198.207.119,高中生176,河北
tsing/gy,2201178,2022-06-21T15:45:19.894+08:00,2022-06-21T16:35:09.828+08:00,"Mozilla/5.0 (Linux; Android 10; PACM00 Build/QP1A.190711.020; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/86.0.4240.99 XWEB/4232 MMWEBSDK/20220505 Mobile Safari/537.36 MMWEBID/9229 MicroMessenger/8.0.23.2160(0x28001756) WeChat/arm32 Weixin NetType/WIFI Language/zh_CN ABI/arm64",183.199.228.178,高中生178,河北
tsing/gy,2201179,2022-06-21T14:27:14.954+08:00,2022-06-21T14:55:25.852+08:00,"Mozilla/5.0 (Linux; Android 9; V1945A Build/PKQ1.190626.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/86.0.4240.99 XWEB/4233 MMWEBSDK/20220505 Mobile Safari/537.36 MMWEBID/1106 MicroMessenger/8.0.23.2160(0x280017C9) WeChat/arm64 Weixin NetType/4G Language/zh_CN ABI/arm64",36.98.142.111,高中生179,河北
tsing/gy,2201180,2022-06-21T14:28:40.135+08:00,2022-06-21T15:04:40.776+08:00,"Mozilla/5.0 (Linux; Android 9; PDBM00 Build/PPR1.180610.011; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/86.0.4240.99 XWEB/3225 MMWEBSDK/20220105 Mobile Safari/537.36 MMWEBID/51 MicroMessenger/8.0.19.2080(0x2800133D) Process/toolsmp WeChat/arm64 Weixin NetType/WIFI Language/zh_CN ABI/arm64",182.51.86.187,高中生180,河北
tsing/gy,2201181,2022-06-21T15:10:37.097+08:00,,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Safari/537.36",182.51.86.187,高中生181,河北
tsing/gy,2201183,2022-06-21T15:12:32.608+08:00,2022-06-21T16:23:17.63+08:00,"Mozilla/5.0 (Linux; Android 10; OCE-AN50 Build/HUAWEIOCE-AN50; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/86.0.4240.99 XWEB/4233 MMWEBSDK/20220505 Mobile Safari/537.36 MMWEBID/6036 MicroMessenger/8.0.23.2160(0x28001757) WeChat/arm64 Weixin NetType/WIFI Language/zh_CN ABI/arm64",183.198.207.119,高中生183,河北
tsing/gy,2201184,2022-06-21T15:29:19.202+08:00,2022-06-21T15:52:14.759+08:00,"Mozilla/5.0 (Linux; Android 10; MXW-AN00 Build/HONORMXW-AN00; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/86.0.4240.99 XWEB/3235 MMWEBSDK/20220505 Mobile Safari/537.36 MMWEBID/3244 MicroMessenger/8.0.23.2160(0x28001757) WeChat/arm64 Weixin NetType/WIFI Language/zh_CN ABI/arm64",110.229.0.12,高中生184,河北
tsing/gy,2201186,2022-06-21T15:46:28.605+08:00,2022-06-21T16:20:24.898+08:00,"Mozilla/5.0 (Linux; U; Android 11; zh-cn; PCAM10 Build/RP1A.200720.011) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/90.0.4430.61 Mobile Safari/537.36 HeyTapBrowser/40.7.39.3",110.229.6.44,高中生186,河北
tsing/gy,2201187,2022-06-21T15:45:50.124+08:00,2022-06-21T16:23:25.89+08:00,"Mozilla/5.0 (Linux; Android 10; V2057A; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/87.0.4280.141 Mobile Safari/537.36 VivoBrowser/11.4.10.2",27.128.8.19,高中生187,河北
tsing/gy,2201188,2022-06-21T16:02:10.285+08:00,,"Mozilla/5.0 (Linux; Android 10; SP200 Build/CMDCSP200; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/86.0.4240.99 XWEB/3235 MMWEBSDK/20220505 Mobile Safari/537.36 MMWEBID/2387 MicroMessenger/8.0.23.2160(0x28001757) WeChat/arm64 Weixin NetType/WIFI Language/zh_CN ABI/arm64",183.199.254.75,高中生188,河北
